U235,U238,PU239,PU240,PU241,PU242
1.214E+05,3.403E+06,7.202E+01,2.369E-01,1.083E-03,0.000E+00
1.177E+05,3.401E+06,1.670E+03,3.454E+01,1.641E+00,1.110E-02
1.025E+05,3.392E+06,7.437E+03,6.635E+02,1.524E+02,5.500E+00
8.596E+04,3.381E+06,1.218E+04,1.892E+03,7.478E+02,5.838E+01
7.169E+04,3.368E+06,1.522E+04,3.252E+03,1.598E+03,2.036E+02
5.929E+04,3.356E+06,1.718E+04,4.610E+03,2.512E+03,4.592E+02
4.854E+04,3.343E+06,1.842E+04,5.905E+03,3.380E+03,8.250E+02
