U235,U238,PU239,PU240,PU241,PU242
1.214E+05,3.403E+06,6.778E+01,2.158E-01,9.325E-04,0.000E+00
1.177E+05,3.401E+06,1.574E+03,3.225E+01,1.458E+00,9.848E-03
1.024E+05,3.393E+06,7.026E+03,6.323E+02,1.377E+02,4.998E+00
8.564E+04,3.382E+06,1.148E+04,1.826E+03,6.870E+02,5.431E+01
7.110E+04,3.370E+06,1.431E+04,3.160E+03,1.480E+03,1.927E+02
5.840E+04,3.358E+06,1.608E+04,4.505E+03,2.332E+03,4.406E+02
4.739E+04,3.346E+06,1.712E+04,5.782E+03,3.142E+03,8.010E+02
