U235,U238,PU239,PU240,PU241,PU242
1.214E+05,3.403E+06,7.212E+01,2.375E-01,1.089E-03,0.000E+00
1.177E+05,3.401E+06,1.673E+03,3.459E+01,1.651E+00,1.117E-02
1.025E+05,3.392E+06,7.449E+03,6.646E+02,1.527E+02,5.511E+00
8.597E+04,3.381E+06,1.219E+04,1.896E+03,7.478E+02,5.836E+01
7.170E+04,3.368E+06,1.524E+04,3.255E+03,1.600E+03,2.037E+02
5.930E+04,3.356E+06,1.720E+04,4.606E+03,2.520E+03,4.599E+02
4.856E+04,3.342E+06,1.842E+04,5.891E+03,3.392E+03,8.268E+02
