MWd/kgU,k-eff,Left mgLi6/kgU,Left %,g T made,g T tot
0.001,1.1626359212829496,49.997122102697794,0.9999424420539559,0.005087828313486701,0.005087828313486701
0.002,1.1626280266272695,49.99424435999743,0.9998848871999486,0.005087554993229345,0.010175383306716046
0.003,1.1626201319329657,49.991366771891805,0.9998273354378361,0.00508728168553366,0.015262664992249706
0.004,1.1626122372000434,49.98848933837381,0.9997697867674762,0.005087008390399644,0.02034967338264935
0.005,1.1626043424285093,49.98561205943635,0.9997122411887269,0.005086735107814735,0.025436408490464083
0.006,1.1625964476183692,49.982734935072315,0.9996546987014463,0.005086461837791497,0.03052287032825558
0.007,1.1625885527696294,49.979857965274604,0.9995971593054921,0.005086188580329928,0.03560905890858551
0.008,1.1625806578822955,49.97698115003612,0.9995396230007223,0.005085915335417465,0.04069497424400298
0.009000000000000001,1.1625727629563736,49.97410448934975,0.9994820897869949,0.005085642103066675,0.045780616347069654
0.010000000000000002,1.1625648679918699,49.971227983208394,0.9994245596641679,0.005085368883277551,0.0508659852303472
0.011000000000000003,1.1625569729887901,49.968351631604946,0.9993670326320989,0.005085095676050097,0.0559510809063973
0.012000000000000004,1.1625490779471406,49.965475434532316,0.9993095086906463,0.00508482248135919,0.06103590338775649
0.013000000000000005,1.1625411828669274,49.96259939198339,0.9992519878396677,0.005084549299242513,0.06612045268699901
0.014000000000000005,1.162533287748156,49.959723503951075,0.9991944700790215,0.005084276129662383,0.07120472881666139
0.015000000000000006,1.1625253925908328,49.95684777042826,0.9991369554085652,0.005084002972656484,0.07628873178931787
0.016000000000000007,1.1625174973949637,49.95397219140785,0.9990794438281569,0.0050837298281996915,0.08137246161751757
0.017000000000000008,1.162509602160555,49.95109676688274,0.9990219353376548,0.0050834566962920085,0.08645591831380958
0.01800000000000001,1.1625017068876122,49.94822149684584,0.9989644299369168,0.005083183576933432,0.09153910189074302
0.01900000000000001,1.1624938115761418,49.94534638129004,0.9989069276258007,0.005082910470136527,0.09662201236087954
0.02000000000000001,1.1624859162261494,49.942471420208236,0.9988494284041647,0.005082637375888727,0.10170464973676827
0.02100000000000001,1.1624780208376413,49.93959661359333,0.9987919322718666,0.005082364294202599,0.10678701403097086
0.022000000000000013,1.1624701254106231,49.936721961438224,0.9987344392287645,0.005082091225065576,0.11186910525603644
0.023000000000000013,1.1624622299451013,49.933847463735816,0.9986769492747163,0.0050818181684776625,0.1169509234245141
0.024000000000000014,1.1624543344410818,49.93097312047901,0.9986194624095802,0.005081545124438856,0.12203246854895296
0.025000000000000015,1.1624464388985705,49.9280989316607,0.9985619786332139,0.0050812720929617194,0.12711374064191466
0.026000000000000016,1.1624385433175735,49.92522489727379,0.9985044979454759,0.005080999074021129,0.1321947397159358
0.027000000000000017,1.1624306476980966,49.92235101731119,0.9984470203462239,0.005080726067629646,0.13727546578356542
0.028000000000000018,1.162422752040146,49.919477291765794,0.9983895458353159,0.005080453073799831,0.14235591885736526
