MWd/kgU,k-eff,Left mgLi6/kgU,Left %,g T made,g T tot
0.001,1.0596853381341176,129.99324679008006,0.9999480522313852,0.011938984970462068,0.011938984970462068
0.002,1.0596812808900555,129.98649387510991,0.9998961067316148,0.01193846352938476,0.023877448499846826
0.003,1.0596772235918053,129.97974125508154,0.9998441635006272,0.011937942102477016,0.035815390602323846
0.004,1.059673166239358,129.9729889299869,0.9997922225383609,0.011937420689738834,0.04775281129206268
0.005,1.0596691088327057,129.96623689981803,0.9997402838447541,0.011936899291170215,0.05968971058323289
0.006,1.0596650513718395,129.95948516456687,0.9996883474197452,0.01193637790677116,0.07162608849000406
0.007,1.0596609938567516,129.9527337242254,0.9996364132632722,0.011935856536591913,0.08356194502659597
0.008,1.0596569362874326,129.9459825787856,0.9995844813752738,0.01193533518058223,0.09549728020717821
0.009000000000000001,1.0596528786638748,129.9392317282394,0.9995325517556878,0.011934813838792356,0.10743209404597057
0.010000000000000002,1.0596488209860693,129.93248117257886,0.9994806244044527,0.011934292511121802,0.11936638655709236
0.011000000000000003,1.0596447632540076,129.9257309117959,0.999428699321507,0.011933771197671054,0.13130015775476342
0.012000000000000004,1.0596407054676817,129.91898094588254,0.9993767765067888,0.011933249898389871,0.1432334076531533
0.013000000000000005,1.059636647627083,129.91223127483073,0.9993248559602363,0.011932728613278251,0.15516613626643155
0.014000000000000005,1.0596325897322032,129.90548189863244,0.999272937681788,0.011932207342386439,0.16709834360881798
0.015000000000000006,1.059628531783033,129.8987328172797,0.9992210216713823,0.011931686085613945,0.17903002969443194
0.016000000000000007,1.0596244737795648,129.89198403076443,0.9991691079289572,0.01193116484306126,0.1909611945374932
0.017000000000000008,1.0596204157217899,129.88523553907865,0.9991171964544512,0.01193064361467814,0.20289183815217132
0.01800000000000001,1.0596163576097,129.8784873422143,0.9990652872478023,0.011930122400514826,0.21482196055268615
0.01900000000000001,1.0596122994432862,129.87173944016337,0.9990133803089489,0.011929601200521079,0.22675156175320724
0.02000000000000001,1.0596082412225405,129.86499183291784,0.9989614756378296,0.011929080014696893,0.23868064176790413
0.02100000000000001,1.0596041829474545,129.85824452046967,0.998909573234382,0.011928558843092517,0.2506092006109966
0.022000000000000013,1.0596001246180191,129.85149750281087,0.9988576730985451,0.011928037685607457,0.2625372382966041
0.023000000000000013,1.0595960662342265,129.8447507799334,0.9988057752302569,0.011927516542342207,0.2744647548389463
0.024000000000000014,1.0595920077960685,129.83800435182923,0.9987538796294556,0.01192699541329677,0.28639175025224306
0.025000000000000015,1.0595879493035363,129.83125821849035,0.9987019862960796,0.011926474298370644,0.2983182245506137
0.026000000000000016,1.0595838907566208,129.82451237990873,0.9986500952300671,0.01192595319766433,0.310244177748278
0.027000000000000017,1.0595798321553145,129.81776683607632,0.9985982064313563,0.011925432111177825,0.3221696098594558
0.028000000000000018,1.059575773499609,129.81102158698513,0.9985463198998856,0.011924911038810639,0.33409452089826647
0.02900000000000002,1.0595717147894952,129.80427663262714,0.9984944356355934,0.011924389980663263,0.3460189108789297
0.03000000000000002,1.0595676560249654,129.79753197299428,0.9984425536384175,0.011923868936735695,0.3579427798156654
0.03100000000000002,1.0595635972060102,129.79078760807857,0.9983906739082967,0.011923347906927442,0.36986612772259286
0.03200000000000002,1.0595595383326222,129.78404353787195,0.9983387964451689,0.011922826891389246,0.3817889546139821
0.03300000000000002,1.0595554794047923,129.77729976236643,0.9982869212489724,0.011922305889970368,0.39371126050395244
0.03400000000000002,1.0595514204225125,129.77055628155395,0.9982350483196458,0.011921784902771298,0.40563304540672374
0.035000000000000024,1.0595473613857742,129.7638130954265,0.998183177657127,0.011921263929741792,0.41755430933646553
0.036000000000000025,1.0595433022945688,129.7570702039761,0.9981313092613546,0.01192074297088185,0.4294750523073474
0.037000000000000026,1.0595392431488884,129.75032760719466,0.9980794431322666,0.011920222026241715,0.4413952743335891
0.03800000000000003,1.0595351839487241,129.74358530507416,0.9980275792698012,0.011919701095821394,0.4533149754294105
0.03900000000000003,1.0595311246940675,129.7368432976066,0.997975717673897,0.011919180179520384,0.4652341556089309
0.04000000000000003,1.0595270653849107,129.73010158478397,0.997923858344492,0.01191865927743919,0.47715281488637007
0.04100000000000003,1.0595230060212444,129.7233601665982,0.9978720012815248,0.011918138389527556,0.4890709532758976
0.04200000000000003,1.059518946603061,129.71661904304128,0.9978201464849329,0.011917617515885978,0.5009885707917836
