MWd/kgU,k-eff,Left mgLi6/kgU,Left %,g T made,g T tot,g T net
0.001,1.093545414956711,101.99451318127922,0.9999462076596002,0.009700134753652815,0.009700134753652815,0.009700082006807775
0.002,1.0935403376679456,101.98902661957678,0.999892417838988,0.009699680371489973,0.019399815125142786,0.019399656887365304
0.003,1.0935352603015407,101.98354031488424,0.9998386305380808,0.009699226004250395,0.029099041129393183,0.029098724659353394
0.004,1.0935301828574946,101.97805426719316,0.9997848457567957,0.009698771651934083,0.03879781278132727,0.03879728534045276
0.005,1.0935251053358053,101.97256847649511,0.9997310634950501,0.009698317314515906,0.04849613009584317,0.048495338948318874
0.006,1.0935200277364712,101.96708294278166,0.9996772837527613,0.009697862992020996,0.05819399308786417,0.05819288550063227
0.007,1.0935149500594894,101.96159766604437,0.9996235065298468,0.009697408684424225,0.06789140177228839,0.06788992501504824
0.008,1.0935098723048582,101.95611264627479,0.9995697318262234,0.00969695439177584,0.07758835616406423,0.07758645750927223
0.009000000000000001,1.0935047944725755,101.95062788346449,0.9995159596418087,0.009696500114025595,0.08728485627808982,0.08728248300095934
0.010000000000000002,1.0934997165626394,101.94514337760505,0.9994621899765201,0.009696045851173491,0.09698090212926332,0.09697800150776459
0.011000000000000003,1.0934946385750475,101.93965912868802,0.9994084228302748,0.009695591603244649,0.10667649373250797,0.10667301304736801
0.012000000000000004,1.093489560509798,101.93417513670498,0.99935465820299,0.009695137370213948,0.11637163110272192,0.11636751763742441
0.013000000000000005,1.0934844823668892,101.92869140164747,0.9993008960945831,0.009694683152131631,0.12606631425485354,0.12606151529563875
0.014000000000000005,1.093479404146318,101.92320792350706,0.9992471365049712,0.009694228948947458,0.135760543203801,0.13575500603966567
0.015000000000000006,1.0934743258480832,101.91772470227534,0.9991933794340719,0.009693774760661421,0.1454543179644624,0.14544798988715968
0.016000000000000007,1.0934692474721828,101.91224173794383,0.9991396248818023,0.009693320587323771,0.15514763855178618,0.1551404668558255
0.017000000000000008,1.093464169018614,101.90675903050412,0.9990858728480796,0.009692866428884263,0.16484050498067043,0.16483243696331742
0.01800000000000001,1.0934590904873756,101.90127657994776,0.9990321233328212,0.009692412285368018,0.17453291726603845,0.17452390022731484
0.01900000000000001,1.0934540118784648,101.89579438626633,0.9989783763359444,0.009691958156749914,0.18422487542278837,0.18421485666547188
0.02000000000000001,1.0934489331918802,101.89031244945139,0.9989246318573666,0.009691504043055068,0.19391637946584345,0.19390530629546773
