MWd/kgU,k-eff,Left mgLi6/kgU,Left %,g T made,g T tot
0.0001,1.0369352605459088,149.9992393851473,0.9999949292343153,0.0013446893258854716,0.0013446893258854716
0.0002,1.0369349089915763,149.99847877346144,0.999989858489743,0.0013446837271996646,0.0026893730530851362
0.00030000000000000003,1.0369345574370035,149.99771816494246,0.9999847877662831,0.0013446781285138577,0.004034051181598994
0.0004,1.0369342058821895,149.9969575595903,0.9999797170639353,0.0013446725298782976,0.005378723711477291
0.0005,1.036933854327135,149.99619695740498,0.9999746463826998,0.0013446669312427377,0.006723390642720029
0.0006000000000000001,1.0369335027718392,149.99543635838648,0.9999695757225766,0.0013446613326071777,0.008068051975327208
0.0007000000000000001,1.0369331512163027,149.99467576253483,0.9999645050835655,0.0013446557339716178,0.009412707709298826
0.0008000000000000001,1.036932799660525,149.99391516984994,0.9999594344656663,0.0013446501354365508,0.010757357844735376
0.0009000000000000002,1.0369324481045066,149.9931545803319,0.9999543638688793,0.0013446445368009907,0.012102002381536366
0.0010000000000000002,1.0369320965482471,149.9923939939806,0.999949293293204,0.0013446389382659244,0.01344664131980229
0.0011000000000000003,1.0369317449917468,149.9916334107961,0.9999442227386407,0.0013446333397308572,0.014791274659533147
0.0012000000000000003,1.0369313934350055,149.99087283077841,0.9999391522051895,0.0013446277411455437,0.016135902400678692
0.0013000000000000004,1.0369310418780229,149.99011225392746,0.9999340816928498,0.001344622142660724,0.017480524543339416
0.0014000000000000004,1.0369306903207998,149.9893516802433,0.9999290112016219,0.0013446165441256572,0.018825141087465073
0.0015000000000000005,1.0369303387633355,149.9885911097259,0.9999239407315059,0.0013446109455905904,0.020169752033055665
0.0016000000000000005,1.0369299872056301,149.98783054237524,0.9999188702825016,0.0013446053471057701,0.021514357380161435
0.0017000000000000006,1.0369296356476836,149.9870699781913,0.9999137998546087,0.0013445997486711972,0.02285895712883263
0.0018000000000000006,1.0369292840894961,149.9863094171741,0.9999087294478274,0.001344594150186377,0.02420355127901901
0.0019000000000000006,1.0369289325310675,149.98554885932364,0.9999036590621576,0.0013445885517518036,0.025548139830770814
0.0020000000000000005,1.0369285809723978,149.98478830463992,0.9998985886975995,0.0013445829532669838,0.026892722784037797
0.0021000000000000003,1.0369282294134872,149.9840277531229,0.9998935183541526,0.001344577354882657,0.028237300138920455
0.0022,1.0369278778543354,149.98326720477255,0.999888448031817,0.00134457175649833,0.029581871895418783
0.0023,1.0369275262949424,149.98250665958892,0.9998833777305928,0.001344566158063757,0.030926438053482542
0.0024,1.0369271747353082,149.981746117572,0.9998783074504799,0.00134456055967943,0.032270998613161975
0.0024999999999999996,1.036926823175433,149.98098557872171,0.9998732371914781,0.00134455496134535,0.03361555357450732
0.0025999999999999994,1.0369264716153166,149.98022504303813,0.9998681669535876,0.0013445493629610234,0.034960102937468346
0.0026999999999999993,1.036926120054959,149.9794645105212,0.9998630967368081,0.0013445437646269433,0.03630464670209529
0.002799999999999999,1.0369257684943602,149.97870398117095,0.9998580265411396,0.0013445381662928635,0.03764918486838815
0.002899999999999999,1.03692541693352,149.97794345498733,0.9998529563665822,0.00134453256800903,0.03899371743639718
