U235,U238,PU239,PU240,PU241,PU242
1.214E+05,3.403E+06,7.372E+01,2.464E-01,1.156E-03,0.000E+00
1.177E+05,3.401E+06,1.712E+03,3.552E+01,1.738E+00,1.175E-02
1.025E+05,3.392E+06,7.612E+03,6.772E+02,1.594E+02,5.739E+00
8.612E+04,3.380E+06,1.246E+04,1.918E+03,7.761E+02,6.023E+01
7.196E+04,3.368E+06,1.560E+04,3.288E+03,1.650E+03,2.084E+02
5.968E+04,3.355E+06,1.764E+04,4.645E+03,2.594E+03,4.672E+02
4.905E+04,3.341E+06,1.894E+04,5.936E+03,3.488E+03,8.355E+02
