U235,U238,PU239,PU240,PU241,PU242
1.214E+05,3.403E+06,6.657E+01,2.095E-01,8.891E-04,0.000E+00
1.177E+05,3.401E+06,1.548E+03,3.159E+01,1.398E+00,9.442E-03
1.023E+05,3.393E+06,6.906E+03,6.234E+02,1.332E+02,4.845E+00
8.553E+04,3.382E+06,1.129E+04,1.807E+03,6.680E+02,5.302E+01
7.090E+04,3.371E+06,1.406E+04,3.139E+03,1.442E+03,1.891E+02
5.812E+04,3.359E+06,1.577E+04,4.477E+03,2.280E+03,4.344E+02
4.700E+04,3.346E+06,1.678E+04,5.756E+03,3.070E+03,7.931E+02
