EFPD,Burnup,k-eff,std-dev,rho,Pf11/FA%,Pf12/FA%,Pf1tot/FA%,Pf21/FA%,Pf22/FA%,Pf2tot/FA%,Pf31/FA%,Pf32/FA%,Pf3tot/FA%,Pf41/FA%,Pf42/FA%,Pf4tot/FA%,Pf51/FA%,Pf52/FA%,Pf5tot/FA%,U235_11,U235_12,U235_1tot,U235_21,U235_22,U235_2tot,U235_31,U235_32,U235_3tot,U235_41,U235_42,U235_4tot,U235_51,U235_52,U235_5tot,U238_11,U238_12,U238_1tot,U238_21,U238_22,U238_2tot,U238_31,U238_32,U238_3tot,U238_41,U238_42,U238_4tot,U238_51,U238_52,U238_5tot,PU239_11,PU239_12,PU239_1tot,PU239_21,PU239_22,PU239_2tot,PU239_31,PU239_32,PU239_3tot,PU239_41,PU239_42,PU239_4tot,PU239_51,PU239_52,PU239_5tot,PU240_11,PU240_12,PU240_1tot,PU240_21,PU240_22,PU240_2tot,PU240_31,PU240_32,PU240_3tot,PU240_41,PU240_42,PU240_4tot,PU240_51,PU240_52,PU240_5tot,PU241_11,PU241_12,PU241_1tot,PU241_21,PU241_22,PU241_2tot,PU241_31,PU241_32,PU241_3tot,PU241_41,PU241_42,PU241_4tot,PU241_51,PU241_52,PU241_5tot,PU242_11,PU242_12,PU242_1tot,PU242_21,PU242_22,PU242_2tot,PU242_31,PU242_32,PU242_3tot,PU242_41,PU242_42,PU242_4tot,PU242_51,PU242_52,PU242_5tot,PU_11tot,PU_12tot,PU_1tot,PU_21tot,PU_22tot,PU_2tot,PU_31tot,PU_32tot,PU_3tot,PU_41tot,PU_42tot,PU_4tot,PU_51tot,PU_52tot,PU_5tot,PU_11qual,PU_12qual,PU_1qual,PU_21qual,PU_22qual,PU_2qual,PU_31qual,PU_32qual,PU_3qual,PU_41qual,PU_42qual,PU_4qual,PU_51qual,PU_52qual,PU_5qual,U235,U238,PU239,PU240,PU241,PU242,PUtot,PUqual
0,0.000,1.10005,0.00024,0.090950,3.284575,1.2239375000000001,4.5085125,3.41215,1.161975,4.574125,3.7324,1.135425,4.867825,3.9701,1.1963725,5.1664725,4.23177,1.2664,5.49817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.52566,0.100,1.07081,0.00022,0.066128,3.286175,1.2253224999999999,4.5114975,3.4070000000000005,1.16077,4.56777,3.735475,1.1329225,4.8683975,3.967125,1.1937725,5.1608975,4.2471000000000005,1.27266,5.519760000000001,5.035,1.61,6.6450000000000005,5.035,1.61075,6.64575,5.0325,1.611,6.6434999999999995,5.0325,1.61075,6.64325,5.031,1.611,6.6419999999999995,139.25,44.55,183.8,139.2,44.55,183.75,139.2,44.55,183.75,139.2,44.55,183.75,139.2,44.55,183.75,0.0024674999999999996,0.000840375,0.0033078749999999996,0.00262,0.0008545,0.0034745,0.00294,0.000915,0.003855,0.003125,0.000966,0.004091,0.0033239999999999997,0.001029,0.004352999999999999,6.8975e-06,2.54375e-06,9.44125e-06,7.680000000000001e-06,2.575e-06,1.0255000000000001e-05,9.5675e-06,2.8775e-06,1.2445e-05,1.08075e-05,3.205e-06,1.4012499999999998e-05,1.223e-05,3.624e-06,1.5854e-05,2.7637500000000002e-08,1.0445e-08,3.8082500000000004e-08,3.26e-08,1.096e-08,4.356e-08,4.5575e-08,1.34175e-08,5.8992500000000004e-08,5.495e-08,1.5804999999999998e-08,7.0755e-08,6.617e-08,1.9069999999999998e-08,8.524e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024744251374999994,0.0008429291949999999,0.0033173543324999995,0.0026277125999999997,0.00085708596,0.00348479856,0.002949613075,0.0009178909175,0.0038675039924999997,0.00313586245,0.000969220805,0.004105083254999999,0.0033362961699999996,0.00103264307,0.0043689392399999995,99.72013146023095,99.69698581860129,99.71425022623808,99.70648997154407,99.698284638801,99.70447187053476,99.67409030420032,99.6850478150635,99.67669089613746,99.65360566117944,99.66769130590423,99.65693131843682,99.63144249270891,99.647209175577,99.63516910800526,139.53199999999998,3859.15,0.076498,0.00023823399999999998,1.08313e-06,0.0,0.07673731713,99.68813461435644
35.2566,1.000,1.06095,0.00020,0.057449,3.2999,1.2272025,4.5271025,3.410775,1.162885,4.57366,3.7332249999999996,1.13355,4.866775,3.948525,1.1899175,5.1384425,4.20168,1.26603,5.467709999999999,4.91125,1.56375,6.475,4.9075,1.56725,6.47475,4.895,1.569,6.4639999999999995,4.885,1.56625,6.45125,4.874,1.563,6.436999999999999,139.125,44.525,183.65,139.125,44.525,183.65,139.125,44.525,183.65,139.125,44.525,183.65,139.1,44.52,183.62,0.05775,0.01955,0.07730000000000001,0.06105,0.01993,0.08098,0.0685,0.021315,0.089815,0.072525,0.022512499999999998,0.0950375,0.07734,0.023940000000000003,0.10128000000000001,0.000987625,0.000380375,0.001368,0.0010805,0.00037125,0.0014517500000000001,0.0013257499999999999,0.000393,0.0017187499999999998,0.001486,0.00043675,0.00192275,0.001688,0.000492,0.00218,4.1137500000000004e-05,1.6225e-05,5.7362500000000005e-05,4.775e-05,1.65025e-05,6.42525e-05,6.572500000000001e-05,1.9092499999999997e-05,8.48175e-05,7.81e-05,2.2402499999999998e-05,0.0001005025,9.549000000000001e-05,2.7289999999999998e-05,0.00012278000000000001,2.23625e-07,1.02775e-07,3.264e-07,2.6775e-07,9.86e-08,3.6635e-07,4.0325e-07,1.1069999999999999e-07,5.1395e-07,5.082500000000001e-07,1.3679999999999998e-07,6.450500000000001e-07,6.646e-07,1.776e-07,8.422e-07,0.058778986125,0.019946702775000002,0.07872568890000001,0.062178517749999995,0.020317851100000003,0.08249636885,0.06989187825000001,0.021727203200000003,0.09161908145000001,0.07408960825000001,0.0229717893,0.09706139755,0.07912415460000001,0.024459467600000003,0.10358362220000002,98.24939796883916,98.01118621220344,98.18904233177183,98.18503594032684,98.0910820829866,98.16189624932807,98.00852647710894,98.10282438928908,98.03088895735704,97.88822172642544,98.00063767779726,97.91482752042859,97.7451201734546,97.87621051898938,97.7760748745085,135.797,3856.62,1.78301,0.033497,0.0015799700000000002,9.5548e-06,1.8180965248000003,98.07015060414022
176.283,5.000,1.03338,0.00022,0.032302,3.3287875000000002,1.23045125,4.5592387500000005,3.4322749999999997,1.1685225000000001,4.6007975,3.7109000000000005,1.13047,4.84137,3.9154,1.1798125,5.0952125,4.12659,1.24991,5.3765,4.4,1.375,5.775,4.38,1.388,5.768,4.33,1.3975,5.7275,4.295,1.38775,5.68275,4.252,1.376,5.628,138.875,44.425,183.3,138.8,44.425,183.22500000000002,138.75,44.4,183.15,138.75,44.4,183.15,138.7,44.4,183.1,0.267,0.08816249999999999,0.3551625,0.28075,0.09040000000000001,0.37115,0.3085,0.09695000000000001,0.40545,0.3225,0.1013,0.4238,0.337,0.106,0.443,0.019899999999999998,0.0075825,0.027482499999999997,0.0213675,0.007325,0.028692500000000003,0.0249775,0.0074675,0.032445,0.0273,0.008125,0.035425,0.02995,0.008917999999999999,0.038868,0.004051249999999999,0.00156625,0.005617499999999999,0.004585,0.0015634999999999998,0.0061484999999999995,0.0059425,0.00173975,0.00768225,0.006832499999999999,0.00197925,0.00881175,0.007945,0.0022949999999999997,0.01024,0.000116425,5.3175e-05,0.0001696,0.000135525,4.9625e-05,0.00018515,0.00019040000000000002,5.2575e-05,0.000242975,0.0002317,6.2775e-05,0.000294475,0.0002874,7.741e-05,0.00036481,0.29106767499999997,0.097364425,0.3884321,0.306838025,0.099338125,0.40617615,0.3396104,0.10620982500000001,0.44582022499999996,0.3568642,0.111467025,0.468331225,0.37518239999999997,0.11729041,0.49247281000000004,91.73124428880674,90.54898644961955,91.43489943287385,91.49778616910339,91.00232161619721,91.3766108620607,90.83938536629032,91.28157399750918,90.94473001981909,90.37051068725862,90.87889445331479,90.49151057566148,89.82297677076538,90.3739700458034,89.95420478137666,120.54100000000001,3847.6,8.085899999999999,0.6449779999999999,0.14575,0.00461201,8.881240009999999,91.04471887816935
352.566,10.000,0.99627,0.00019,-0.003744,3.3578125,1.2279787500000001,4.58579125,3.4460249999999997,1.1665475,4.6125725,3.7121750000000002,1.1327625,4.8449375,3.871125,1.1756375,5.0467625,4.06328,1.23332,5.2966,3.83,1.1655,4.9955,3.8025,1.191,4.9935,3.7225,1.21075,4.93325,3.6625,1.1955,4.8580000000000005,3.595,1.175,4.7700000000000005,138.5,44.2875,182.7875,138.4,44.275,182.675,138.3,44.25,182.55,138.25,44.25,182.5,138.2,44.24,182.44,0.453375,0.1455,0.5988749999999999,0.4745,0.15080000000000002,0.6253,0.5145,0.163275,0.677775,0.53275,0.16917500000000002,0.7019249999999999,0.5512,0.1747,0.7259,0.0589875,0.0221125,0.0811,0.062525,0.0212525,0.0837775,0.070775,0.021355,0.09213,0.0761,0.02277,0.09887,0.08188,0.02461,0.10649,0.021325,0.0079425,0.029267500000000002,0.0235425,0.0079775,0.03152,0.029175,0.00868,0.037855,0.03245,0.009630000000000001,0.04208,0.03655,0.01079,0.04734,0.00130375,0.0005835,0.00188725,0.0014775,0.0005415,0.002019,0.00197375,0.00055125,0.002525,0.0023225,0.0006395,0.002962,0.002782,0.0007633,0.0035453000000000004,0.53499125,0.17613849999999998,0.71112975,0.562045,0.18057150000000002,0.7426165,0.6164237499999999,0.19386125,0.810285,0.6436224999999999,0.20221450000000002,0.845837,0.6724119999999999,0.21086329999999998,0.8832753,84.74437666036593,82.60544968873927,84.2145895316572,84.42384506578654,83.51262519279067,84.2022766798206,83.4653109975078,84.22260766398648,83.64649475184656,82.77367556292702,83.66116178612315,82.98584715494829,81.97355192947184,82.84988426150971,82.18275774268793,103.873,3835.64,13.5369,1.8544,0.7273000000000001,0.0486673,16.167267300000002,83.73029126573542
528.848,15.000,0.96181,0.00021,-0.039706,3.3712625000000003,1.2203625,4.5916250000000005,3.46375,1.1703925,4.6341425,3.6943499999999996,1.13369,4.82804,3.8612,1.1742074999999998,5.0354075,4.04688,1.2297,5.27658,3.3225,0.982875,4.305375,3.29,1.0185,4.3085,3.1925,1.0475,4.24,3.12,1.0295,4.1495,3.038,1.004,4.042,138.0,44.15,182.15,137.95,44.15,182.1,137.825,44.1,181.92499999999998,137.75,44.1,181.85,137.7,44.07,181.76999999999998,0.584375,0.1825,0.766875,0.61,0.191925,0.801925,0.656,0.21009999999999998,0.8661,0.675,0.2166,0.8916000000000001,0.6922,0.2223,0.9145000000000001,0.1041875,0.03865,0.1428375,0.1093,0.0371,0.1464,0.121825,0.036975,0.1588,0.1293,0.039025,0.168325,0.138,0.04172,0.17972000000000002,0.0481875,0.0172875,0.065475,0.052649999999999995,0.017465,0.070115,0.0626,0.0189,0.0815,0.0686,0.020535,0.08913499999999999,0.07504000000000001,0.02247,0.09751000000000001,0.00473625,0.00207875,0.006815,0.0052775,0.00191775,0.00719525,0.0067625,0.0019087499999999999,0.00867125,0.007795,0.00216025,0.009955249999999999,0.009098,0.002511,0.011609000000000001,0.74148625,0.24051625,0.9820024999999999,0.7772275,0.24840775,1.02563525,0.8471875,0.26788375,1.1150712499999997,0.880695,0.27832025,1.15901525,0.9143380000000001,0.28900099999999995,1.2033390000000002,78.81130634586953,75.87844896134877,78.09297837836462,78.4840989285634,77.26208220154162,78.18812779689465,77.43268166728146,78.42954266542857,77.67216668889995,76.6440141024986,77.8240174762706,76.92737433782688,75.70504561770373,76.92014906522816,75.99687203689068,89.277,3822.47,17.288,3.2165200000000005,1.58431,0.169416,22.258246,77.67009134502332
