U235,U238,PU239,PU240,PU241,PU242
5.668E+03,2.296E+06,2.720E+01,4.281E-02,0.000E+00,0.000E+00
5.548E+03,2.296E+06,4.810E+02,6.125E+00,1.379E-01,6.212E-04
5.062E+03,2.294E+06,2.200E+03,1.280E+02,1.398E+01,3.225E-01
4.514E+03,2.290E+06,3.936E+03,4.180E+02,8.247E+01,3.907E+00
4.014E+03,2.287E+06,5.350E+03,8.029E+02,2.081E+02,1.560E+01
3.554E+03,2.284E+06,6.503E+03,1.252E+03,3.786E+02,3.992E+01
3.131E+03,2.280E+06,7.452E+03,1.746E+03,5.796E+02,8.040E+01
