U235,U238,PU239,PU240,PU241,PU242
1.214E+05,3.403E+06,6.609E+01,2.071E-01,8.699E-04,0.000E+00
1.177E+05,3.401E+06,1.536E+03,3.132E+01,1.374E+00,9.285E-03
1.023E+05,3.393E+06,6.858E+03,6.190E+02,1.316E+02,4.784E+00
8.549E+04,3.382E+06,1.122E+04,1.796E+03,6.627E+02,5.261E+01
7.082E+04,3.371E+06,1.396E+04,3.125E+03,1.426E+03,1.878E+02
5.800E+04,3.359E+06,1.564E+04,4.464E+03,2.256E+03,4.319E+02
4.686E+04,3.347E+06,1.662E+04,5.739E+03,3.042E+03,7.896E+02
