U235,U238,PU239,PU240,PU241,PU242
1.214E+05,3.403E+06,7.206E+01,2.372E-01,1.086E-03,0.000E+00
1.177E+05,3.401E+06,1.672E+03,3.455E+01,1.652E+00,1.118E-02
1.025E+05,3.392E+06,7.445E+03,6.646E+02,1.526E+02,5.508E+00
8.596E+04,3.381E+06,1.219E+04,1.892E+03,7.500E+02,5.848E+01
7.170E+04,3.368E+06,1.524E+04,3.250E+03,1.602E+03,2.039E+02
5.930E+04,3.356E+06,1.720E+04,4.605E+03,2.518E+03,4.601E+02
4.856E+04,3.343E+06,1.842E+04,5.894E+03,3.388E+03,8.265E+02
